Name,Indexed Name,Current Affiliation,Document count,Citations Count,Subject of Interest,Keywords
SaibalMukhopadhyay,Mukhopadhyay S.,"Georgia Institute of Technology, School of Electrical and Computer Engineering",276,3808,"['Computational Theory and Mathematics', 'Instrumentation', 'Developmental Biology', 'Computer Science (all)', 'Computer Networks and Communications', 'Information Systems', 'Computer Science Applications', 'Bioengineering', 'Biomedical Engineering', 'Computer Graphics and Computer-Aided Design', 'Media Technology', 'Control and Systems Engineering', 'Signal Processing', 'Industrial and Manufacturing Engineering', 'Computer Science (miscellaneous)', 'Electrical and Electronic Engineering', 'Cell Biology', 'Hardware and Architecture', 'Information Systems and Management', 'Software', 'Education', 'Energy Engineering and Power Technology', 'Applied Mathematics', 'Mechanics of Materials', 'Materials Chemistry', 'Electronic, Optical and Magnetic Materials', 'Theoretical Computer Science', 'Engineering (all)', 'Process Chemistry and Technology', 'Physics and Astronomy (miscellaneous)', 'Materials Science (all)', 'Medicine (all)', 'Artificial Intelligence', 'Computer Vision and Pattern Recognition', 'Safety, Risk, Reliability and Quality', 'Human-Computer Interaction', 'Condensed Matter Physics', 'Modeling and Simulation', 'Mechanical Engineering']","['Approximate computing', 'energy efficiency', 'machine learning hardware', 'recurrent neural network']"
Afan GalihSalman,Salman A.,"Bina Nusantara University, Department of Computer Science",21,30,"['Hardware and Architecture', 'Control and Optimization', 'Computer Science (miscellaneous)', 'Computer Science (all)', 'Software', 'Library and Information Sciences', 'Artificial Intelligence', 'Engineering (all)', 'Instrumentation', 'Control and Systems Engineering', 'Physics and Astronomy (all)', 'Electrical and Electronic Engineering', 'Theoretical Computer Science', 'Computer Networks and Communications', 'Computer Science Applications', 'Information Systems']","['conditional restricted boltzmann machines', 'convolutional networks', 'deep learning', 'recurrent neural network', 'Weather']"
BayuKanigoro,Kanigoro B.,"Bina Nusantara University, School of Computer Science",20,41,"['Theoretical Computer Science', 'Physics and Astronomy (all)', 'Control and Systems Engineering', 'Artificial Intelligence', 'Engineering (all)', 'Library and Information Sciences', 'Computer Science (miscellaneous)', 'Electrical and Electronic Engineering', 'Computer Science (all)', 'Software', 'Computer Networks and Communications', 'Information Systems', 'Computer Science Applications']","['conditional restricted boltzmann machines', 'convolutional networks', 'deep learning', 'recurrent neural network', 'Weather']"
YayaHeryadi,Heryadi Y.,Bina Nusantara University,31,42,"['Control and Systems Engineering', 'Strategy and Management', 'Communication', 'Computational Theory and Mathematics', 'Instrumentation', 'Information Systems and Management', 'Engineering (all)', 'Computer Science (miscellaneous)', 'Hardware and Architecture', 'Computer Science Applications', 'Management Information Systems', 'Social Psychology', 'Media Technology', 'Safety, Risk, Reliability and Quality', 'Electrical and Electronic Engineering', 'Applied Mathematics', 'Artificial Intelligence', 'Computer Graphics and Computer-Aided Design', 'Human-Computer Interaction', 'Software', 'Decision Sciences (miscellaneous)', 'Computer Vision and Pattern Recognition', 'Control and Optimization', 'Computer Networks and Communications', 'Information Systems', 'Modeling and Simulation', 'Computer Science (all)']","['conditional restricted boltzmann machines', 'convolutional networks', 'deep learning', 'recurrent neural network', 'Weather']"
FemkeOngenae,Ongenae F.,"Universiteit Gent, IDLAB",72,209,"['Computer Science Applications', 'Civil and Structural Engineering', 'Law', 'Hardware and Architecture', 'Information Systems and Management', 'Analytical Chemistry', 'Health Information Management', 'Automotive Engineering', 'Health Policy', 'Biochemistry', 'Electrical and Electronic Engineering', 'Radiology, Nuclear Medicine and Imaging', 'Advanced and Specialized Nursing', 'Environmental Science (all)', 'Language and Linguistics', 'Instrumentation', 'Computational Theory and Mathematics', 'Biochemistry, Genetics and Molecular Biology (all)', 'Transportation', 'Software', 'Medicine (miscellaneous)', 'Biomedical Engineering', 'Management Science and Operations Research', 'Computer Networks and Communications', 'Atomic and Molecular Physics, and Optics', 'Applied Mathematics', 'Linguistics and Language', 'Immunology and Microbiology (all)', 'Theoretical Computer Science', 'Nursing (miscellaneous)', 'Computer Science (all)', 'Health Informatics', 'Information Systems', 'Control and Systems Engineering', 'Engineering (all)', 'Modeling and Simulation', 'Artificial Intelligence', 'Human-Computer Interaction', 'Medicine (all)', 'Mechanical Engineering']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
StijnVan Looy,Van Looy S.,Flemish Institute for Technological Research,18,260,"['Public Health, Environmental and Occupational Health', 'Critical Care and Intensive Care Medicine', 'Modeling and Simulation', 'Software', 'Environmental Chemistry', 'Artificial Intelligence', 'Environmental Engineering', 'Health Informatics', 'Pollution', 'Control and Systems Engineering', 'Health Policy', 'Atmospheric Science', 'Computer Networks and Communications', 'Electrical and Electronic Engineering', 'Environmental Science (all)', 'Management, Monitoring, Policy and Law', 'Ecological Modeling']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
ThierryVerplancke,Verplancke T.,"University Hospital of Ghent, Department of Intensive Care Medicine",9,156,"['Artificial Intelligence', 'Critical Care and Intensive Care Medicine', 'Electrical and Electronic Engineering', 'Neurology (clinical)', 'Health Informatics', 'Anesthesiology and Pain Medicine', 'Nursing (all)', 'Control and Systems Engineering', 'Health Policy', 'Cardiology and Cardiovascular Medicine']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
Dominique D.Benoit,Benoit D.,"Universiteit Ghent, Faculteit Geneeskunde en Gezondheidswetenschappen",143,3484,"['Computer Science Applications', 'Health (social science)', 'Gastroenterology', 'Infectious Diseases', 'Pulmonary and Respiratory Medicine', 'Transplantation', 'Hematology', 'Oncology', 'Agricultural and Biological Sciences (all)', 'Health, Toxicology and Mutagenesis', 'Electrical and Electronic Engineering', 'Anesthesiology and Pain Medicine', 'Virology', 'Biochemistry, Genetics and Molecular Biology (all)', 'Medicine (miscellaneous)', 'Cell Biology', 'Critical Care and Intensive Care Medicine', 'Health Informatics', 'Immunology and Allergy', 'Microbiology', 'Applied Microbiology and Biotechnology', 'Health Information Management', 'Emergency Medicine', 'Medicine (all)', 'Gerontology', 'Microbiology (medical)', 'Parasitology', 'Health Policy', 'Control and Systems Engineering', 'Radiology, Nuclear Medicine and Imaging', 'Information Systems', 'Nursing (all)', 'Pharmacology (medical)', 'Emergency Nursing', 'Immunology', 'Toxicology', 'Cancer Research', 'Oncology (nursing)', 'Clinical Biochemistry', 'Issues, Ethics and Legal Aspects', 'Nephrology', 'Cardiology and Cardiovascular Medicine', 'Histology', 'Geriatrics and Gerontology', 'Artificial Intelligence', 'Public Health, Environmental and Occupational Health']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
Filip D.De Turck,De Turck F.,"Universiteit Gent, IDLAB",503,3875,"['Analytical Chemistry', 'Mathematics (miscellaneous)', 'Modeling and Simulation', 'Health Informatics', 'Hardware and Architecture', 'Biochemistry, Genetics and Molecular Biology (all)', 'Language and Linguistics', 'Physics and Astronomy (all)', 'Applied Mathematics', 'Infectious Diseases', 'Communication', 'Computational Theory and Mathematics', 'Atomic and Molecular Physics, and Optics', 'Pharmaceutical Science', 'Materials Science (all)', 'Strategy and Management', 'Human Factors and Ergonomics', 'Toxicology', 'Critical Care and Intensive Care Medicine', 'Computer Vision and Pattern Recognition', 'Management of Technology and Innovation', 'Computational Mechanics', 'Electronic, Optical and Magnetic Materials', 'Nursing (all)', 'Pharmacology (medical)', 'Immunology and Microbiology (all)', 'Health Policy', 'Aerospace Engineering', 'Computer Graphics and Computer-Aided Design', 'Computational Mathematics', 'Microbiology (medical)', 'Software', 'Computer Networks and Communications', 'Theoretical Computer Science', 'Signal Processing', 'Pharmacology', 'Respiratory Care', 'Information Systems', 'Control and Optimization', 'Computer Science (miscellaneous)', 'Mechanical Engineering', 'Statistics and Probability', 'Medicine (all)', 'Transportation', 'Instrumentation', 'Environmental Science (all)', 'Health Information Management', 'Electrical and Electronic Engineering', 'Linguistics and Language', 'Computer Science Applications', 'Nursing (miscellaneous)', 'Safety, Risk, Reliability and Quality', 'Automotive Engineering', 'Computer Science (all)', 'Biomedical Engineering', 'Information Systems and Management', 'Media Technology', 'Medicine (miscellaneous)', 'Engineering (all)', 'Pharmacy', 'Human-Computer Interaction', 'Biochemistry', 'Advanced and Specialized Nursing', 'Radiology, Nuclear Medicine and Imaging', 'Management Science and Operations Research', 'Artificial Intelligence', 'Control and Systems Engineering']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
TomDhaene,Dhaene T.,"Universiteit Gent, Department of Information Technology",367,2505,"['Information Systems', 'Physiology', 'Computational Mathematics', 'Aerospace Engineering', 'Immunology and Microbiology (all)', 'Physics and Astronomy (all)', 'Computer Vision and Pattern Recognition', 'Electronic, Optical and Magnetic Materials', 'Numerical Analysis', 'Cell Biology', 'Biochemistry, Genetics and Molecular Biology (all)', 'Civil and Structural Engineering', 'Geophysics', 'Atomic and Molecular Physics, and Optics', 'Computational Theory and Mathematics', 'Modeling and Simulation', 'Building and Construction', 'Communication', 'Geography, Planning and Development', 'Biophysics', 'Safety, Risk, Reliability and Quality', 'Materials Science (all)', 'Theoretical Computer Science', 'Computer Science (miscellaneous)', 'Geochemistry and Petrology', 'Environmental Science (all)', 'Applied Mathematics', 'Histology', 'Condensed Matter Physics', 'Computer Science Applications', 'Computer Science (all)', 'Health Policy', 'Industrial and Manufacturing Engineering', 'Geotechnical Engineering and Engineering Geology', 'Renewable Energy, Sustainability and the Environment', 'Computer Graphics and Computer-Aided Design', 'Biotechnology', 'Structural Biology', 'Agricultural and Biological Sciences (all)', 'Multidisciplinary', 'Hardware and Architecture', 'Radiation', 'Signal Processing', 'Instrumentation', 'Mathematics (all)', 'Emergency Medicine', 'Earth and Planetary Sciences (all)', 'Mechanical Engineering', 'Human-Computer Interaction', 'Molecular Biology', 'Medicine (miscellaneous)', 'Health Informatics', 'Information Systems and Management', 'Electrical and Electronic Engineering', 'Computers in Earth Sciences', 'Energy Engineering and Power Technology', 'Automotive Engineering', 'Acoustics and Ultrasonics', 'Biochemistry', 'Software', 'Computer Networks and Communications', 'Health Information Management', 'Transportation', 'Medicine (all)', 'Mechanics of Materials', 'Environmental Engineering', 'Control and Optimization', 'Pathology and Forensic Medicine', 'Statistics and Probability', 'Management Science and Operations Research', 'Biomedical Engineering', 'Engineering (all)', 'Media Technology', 'Control and Systems Engineering', 'Artificial Intelligence', 'Radiology, Nuclear Medicine and Imaging', 'Metals and Alloys']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
Johan M.A.Decruyenaere,Decruyenaere J.,"Universiteit Ghent, Faculteit Geneeskunde en Gezondheidswetenschappen",194,4957,"['Pharmacology (medical)', 'Radiological and Ultrasound Technology', 'Surgery', 'Nursing (all)', 'Computer Science (all)', 'Pharmaceutical Science', 'Information Systems', 'Emergency Nursing', 'Immunology and Microbiology (all)', 'Health Policy', 'Numerical Analysis', 'Neuroscience (all)', 'Endocrinology', 'Immunology and Allergy', 'Analytical Chemistry', 'Computer Science Applications', 'Microbiology (medical)', 'Cell Biology', 'Biochemistry, Genetics and Molecular Biology (all)', 'Pulmonary and Respiratory Medicine', 'Biochemistry', 'Hematology', 'Microbiology', 'Anesthesiology and Pain Medicine', 'Software', 'Pharmacy', 'Agricultural and Biological Sciences (miscellaneous)', 'Pharmacology, Toxicology and Pharmaceutics (all)', 'Nephrology', 'Transplantation', 'Artificial Intelligence', 'Critical Care and Intensive Care Medicine', 'Advanced and Specialized Nursing', 'Biochemistry (medical)', 'Urology', 'Radiology, Nuclear Medicine and Imaging', 'Control and Systems Engineering', 'Parasitology', 'Medicine (all)', 'Applied Microbiology and Biotechnology', 'Health Information Management', 'Pharmacology', 'Biomedical Engineering', 'Respiratory Care', 'Neurology (clinical)', 'Emergency Medicine', 'Applied Mathematics', 'Health Informatics', 'Electrical and Electronic Engineering', 'Gastroenterology', 'Clinical Biochemistry', 'Infectious Diseases', 'Medicine (miscellaneous)', 'Critical Care Nursing', 'Agricultural and Biological Sciences (all)', 'Virology', 'Modeling and Simulation', 'Immunology', 'Toxicology', 'Public Health, Environmental and Occupational Health', 'Cardiology and Cardiovascular Medicine']","['Classification', 'Dialysis', 'Echo state network', 'Feature extraction and selection', 'Time series']"
